repo,issue_number,comment_id,clean_comment,comment_created_at,comment_author_login,comment_author_type,author_association,is_solution_comment,primary_label
pytorch/pytorch,173792,3817948094,,2026-01-29 14:12:04+00:00,frost-intel,User,COLLABORATOR,0,triaged
pytorch/pytorch,173792,3818189790,"hello there. looking at it i can confirm this looks like an api contract issue between [inline code] and backend-specific stream/event apis. in particular: - [inline code] returns a generic [inline code] , not a backend-native stream. - [inline code] (cuda / xpu) appears to assume some backend-native stream and attempts a direct downcast. - on cuda this fails with a misleading [inline code] error. - on xpu the lack of validation leads to a segmentation fault, which should never happen at the python api level. it’s reasonable to expect that a stream returned by [inline code] is either: - accepted by backend [inline code] , or - rejected with a clear python exception explaining the incompatibility. at minimum, this seems to warrant: - explicit runtime type checks in [inline code] (especially xpu), and/or - documentation clarifying that [inline code] is not interchangeable with backend-native streams. happy to help with a fix or documentation update if maintainers think that would be useful.",2026-01-29 14:53:02+00:00,ayushmanpani,User,NONE,1,triaged
pytorch/pytorch,173792,3822615860,thanks for your investigation. -intel i drafted a pr [url] to fix it.,2026-01-30 09:00:12+00:00,guangyey,User,COLLABORATOR,1,triaged
pytorch/pytorch,173786,3817635575,"outputs for [inline code] and [inline code] inputs are not guaranteed. pytorch does not generally validate non-finite inputs before dispatching to the backend, so the backend may receive the [inline code] values. different backends can handle this differently, and the result may range from nan outputs to undefined behavior. see: [url] i believe this is related to input checks requiring device synchronization on cuda, right?",2026-01-29 13:15:35+00:00,johannesz-codes,User,CONTRIBUTOR,0,unlabelled
pytorch/pytorch,173786,3817664543,"yep, this is expected and documented.",2026-01-29 13:21:30+00:00,lezcano,User,COLLABORATOR,0,unlabelled
pytorch/pytorch,173782,3820311313,please test with [inline code] using the latest torch-nightly (dynamo=false is deprecated). attach the generated report if there is an error. thanks!,2026-01-29 21:00:22+00:00,justinchuby,User,COLLABORATOR,0,module: onnx
pytorch/pytorch,173782,3822268197,i can confirm that this warning only occurs when exporting using [inline code] . with [inline code] the warning is not appearing. thanks for your suggestion!,2026-01-30 07:26:51+00:00,lukas-folle-snkeos,User,NONE,0,module: onnx
pytorch/pytorch,173780,3820632434,it's a non-public api so it's not documented. c++ doc pages are autogenerated,2026-01-29 21:56:50+00:00,ngimel,User,COLLABORATOR,0,module: cpp
pytorch/pytorch,173780,3825620155,"ah i see, fair enough, thanks for the response!",2026-01-30 20:33:43+00:00,OSuwaidi,User,NONE,0,module: cpp
pytorch/pytorch,173777,3822823670,fixed by [url],2026-01-30 09:49:18+00:00,huydhn,User,CONTRIBUTOR,1,module: ci
pytorch/pytorch,173772,3825020413,"hmm... i'm looking into coalescing manager code right now, but i wonder why the gc only happens every 4 iterations. update 0: when testing with [inline code] , this mem leakage doesn't happen, so this issue is likely specific to [inline code] . update 1: this memory leakage duration is quite ""random"" (some n =1 iterations).",2026-01-30 18:14:07+00:00,XilunWu,User,CONTRIBUTOR,0,oncall: distributed
pytorch/pytorch,173772,3837062006,"cc ,",2026-02-02 18:58:04+00:00,d4l3k,User,MEMBER,0,oncall: distributed
pytorch/pytorch,173772,3930855172,"the reason why memory is not released after each iteration is, the all-gather is performed asynchronously even not specified. this is because [inline code] is not correctly passed to [inline code] inside [inline code] , so that all-gather always performs in async fashion. after fixing ( [url] the memory usage looks correct: [code block]",2026-02-20 00:12:30+00:00,XilunWu,User,CONTRIBUTOR,0,oncall: distributed
pytorch/pytorch,173765,3815550158,original triton kernel: [code block] reproduction triton kernel: [code block],2026-01-29 05:23:07+00:00,iczero,User,NONE,0,high priority
pytorch/pytorch,173765,3816072283,the following workaround seems to work for now. i believe it splits the offending triton kernel. [code block],2026-01-29 07:59:25+00:00,iczero,User,NONE,1,high priority
pytorch/pytorch,173765,3818878008,"this may be some hardware limit that is unavoidable, but i will cc the inductor team to have a look cc",2026-01-29 16:38:31+00:00,Lucaskabela,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173765,3952178839,we should just scale back one of the block sizes in this case.,2026-02-24 14:09:53+00:00,eellison,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173765,3985716890,"i suppose the issue is in the pipelining process of this loop. [url] [ [inline code] ]( [url] has a mechanism (see below) that prevents oom against large [inline code] , but not against [inline code] . [url] we can prevent this from happening by accounting for [inline code] too in the calculation of [inline code] .",2026-03-02 17:14:15+00:00,shino16,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173765,3986355981,cc,2026-03-02 19:15:20+00:00,eellison,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173765,3987346891,i reproed with your script by doubling the hidden size (on h100). and [url] fixed on my side.,2026-03-02 22:35:27+00:00,shunting314,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173717,3850104070,[url] was reverted. need to reopen.,2026-02-04 22:41:24+00:00,jeffdaily,User,COLLABORATOR,0,module: rocm
pytorch/pytorch,173715,3850103873,[url] was reverted. need to reopen.,2026-02-04 22:41:20+00:00,jeffdaily,User,COLLABORATOR,0,module: rocm
pytorch/pytorch,173714,3850103017,[url] was reverted. need to reopen.,2026-02-04 22:41:02+00:00,jeffdaily,User,COLLABORATOR,0,module: rocm
pytorch/pytorch,173713,3850103198,[url] was reverted. need to reopen.,2026-02-04 22:41:06+00:00,jeffdaily,User,COLLABORATOR,0,module: rocm
pytorch/pytorch,173712,3850103361,[url] was reverted. need to reopen.,2026-02-04 22:41:10+00:00,jeffdaily,User,COLLABORATOR,0,module: rocm
pytorch/pytorch,173709,3818149838,"raised a pr, its working but not sure if this is the best way to do it",2026-01-29 14:49:02+00:00,arkadip-maitra,User,COLLABORATOR,0,oncall: distributed
pytorch/pytorch,173709,3822825304,"if we have to have a solution from fsdp2 side, the solution is [inline code] . it will keep transformer parameters unsharded during backward. if we own cache implementation, cache should be able to do this: torch.tensor - fsdpmodule - fsdpmodule.unshard() before backward - fsdpmodule.reshard() after backward see my script to use [inline code] to workaround [code block]",2026-01-30 09:49:44+00:00,weifengpy,User,CONTRIBUTOR,1,oncall: distributed
pytorch/pytorch,173709,3823180017,"closing my pr, reshard after forward=false fixes the issue on the original repro code",2026-01-30 11:16:18+00:00,arkadip-maitra,User,COLLABORATOR,1,oncall: distributed
pytorch/pytorch,173709,3881840156,"hey folks — i’d ask you to take another look at this, as it seems to be broader than just independent / unused outputs. consider a model distillation setup (e.g., [dmd]( [url] for diffusion models) where we have a very large teacher model wrapped with fsdp using [inline code] . the model cannot be materialized on a single gpu. during the “fake” pass (when computing both scores), the teacher is run under [inline code] . with [inline code] , the model remains sharded after each layer forward; otherwise, it gets gathered and immediately ooms. the issue is that running under [inline code] prevents the teacher from participating in the loss computation, which then results in an error. however, reshard after forward=true is required here to avoid the gather/oom. rewrapping or restructuring the teacher model is not a practical option, as we don’t own its implementation — it can be a model from e.g. [inline code] . please note that this behavior was not an issue in [inline code] . to reproduce the pattern in a minimal setup, you can replace [inline code] with: [code block]",2026-02-11 02:54:51+00:00,mikevsky,User,NONE,1,oncall: distributed
pytorch/pytorch,173709,3883096850,"thanks for sharing a real use-case for this i can spend some time in the dmd example and come up with a recipe. .unshard / .reshard api is probably enough. please note that this behavior was not an issue in [inline code] . is there a repro? this is all about calling .unshard / .reshard in forward/ backward hooks. to reproduce the pattern in a minimal setup, you can replace [inline code] with: [code block] what is the cached intermediate like? torch.tensor? tensors dont have hooks registered at this moment",2026-02-11 08:51:42+00:00,weifengpy,User,CONTRIBUTOR,0,oncall: distributed
pytorch/pytorch,173709,3887195441,"thank you for a quick reply! please note that this behavior was not an issue in torch =2.7. is there a repro? this is all about calling .unshard / .reshard in forward/ backward hooks. the simplest repro would be to run [your snippet]( [url] with [inline code] in a prebuilt image with [inline code] , i used [inline code] . it works for me out of the box with 2.7.1. if i run it with 2.8.0+, it crashes. it was really helpful to expect [inline code] to just work and not track the usability of layers / outputs -- it's especially hard when one doesn't own the model code. i think there can be a variety of potential issues with parts of the model output not being used for certain computations, e.g. if you train on multimodal samples & don't have an audio sample for a particular video or vice versa.",2026-02-11 21:00:02+00:00,mikevsky,User,NONE,0,oncall: distributed
pytorch/pytorch,173709,3888588260,"it works for me out of the box with 2.7.1. if i run it with 2.8.0+, it crashes. thanks for sharing how to repro! set [inline code] (or don't set it at all) in 2.8.0+ gives you the same behavior to 2.7.1. see following script for repro. starting from 2.8.0, we honestly respect reshard after forward=true if user explicitly specified it, even for root modules (there are use cases for this). but still provide reshard after forward=none to smartly not resharding root modules like 2.7.1 the behavior for reshard after forward=none is root module keeps params unsharded after forward non-root modules still reshard after forward it's just lucky that cached intermediates are from root module. if it's from inner fsdp modules, it would still fail, no matter 2.8.0 or 2.7.1 i will take a look at your pr to see if it installed backward hooks always [code block]",2026-02-12 04:16:52+00:00,weifengpy,User,CONTRIBUTOR,0,oncall: distributed
pytorch/pytorch,173709,3888691380,"oh, i didn't realize that, thanks for explaining! yeah, if it's related only to the top level module -- then it's a pretty narrow use case. i'll play around with [inline code] on smth more convoluted & see if it works. will share the findings here!",2026-02-12 04:58:20+00:00,mikevsky,User,NONE,0,oncall: distributed
pytorch/pytorch,173706,3814766327,fix in [url],2026-01-29 01:07:01+00:00,yushangdi,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173706,3836779979,"ok looks like there is a workaround possible with 2.10. error seems to be avoided if we replace the following line from torch/export/pt2 archive/ package.py,: [code block] with: [code block]",2026-02-02 17:56:04+00:00,atalman,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173706,3925773302,"if you want a workaround from within your own code, just make sure to import the codecache module somewhere, eg just chuck this before the aoti load [code block]",2026-02-19 09:07:16+00:00,ben-da6,User,NONE,1,high priority
pytorch/pytorch,173679,3916733574,"unfortunately, not much we can help here without knowing how it happens, please let us know if you hit it again with a repro",2026-02-17 19:41:52+00:00,xmfan,User,MEMBER,0,needs reproduction
pytorch/pytorch,173679,4081132789,"🐛 describe the bug no repro; i understand this is non-actionable. happened on first run of torch 2.10. does not happen after that. 3 of 32 ranks encountered errors. [code block] versions [code block] cc []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] [-chen]( [url] []( [url] []( [url] []( [url] [-nrv]( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] []( [url] [-amd]( [url] do you use an nfs (network file system)? try to change the triton cache dir to local disk may help resolve this problem. i encountered the same problem, and i managed to solve this by changing the directory to local disk instead of nfs: [code block]",2026-03-18 09:45:57+00:00,Phoenix-Shen,User,NONE,0,needs reproduction
pytorch/pytorch,173679,4083465512,it is a nfs. but the issue only appeared once.,2026-03-18 15:30:20+00:00,ad8e,User,CONTRIBUTOR,0,needs reproduction
pytorch/pytorch,173679,4083637790,"it is an nfs. but the issue only appeared once. i suspect this is caused by nfs, because each rank will create a cache, seems you have 16 ranks, and in my case, i have 8 ranks, it will bring massive load to nfs. i failed in these scenarios: 1. triton cache creation 2. sglang compiling process, which will create lots of files. when i set the cache dir to local hdd, i never encounter this problem.",2026-03-18 15:53:22+00:00,Phoenix-Shen,User,NONE,0,needs reproduction
pytorch/pytorch,173636,3814542514,"i don't think the missing support for uint16 is intentional. this is the code that computes the [inline code] function. other [inline code] functions have similar implementations. [url] when [inline code] is [inline code] , this produces [inline code] but when i disable that branch, the results look fine. there's probably some bug in the jiterator based implementation.",2026-01-28 23:52:16+00:00,lakshayg,User,COLLABORATOR,0,module: cuda
pytorch/pytorch,173636,3815729779,"i dug a little more into it. prior to jitting the kernel pytorch ensures that all the input params are the same type (it's a limitation of how things are implemented). in this case, the common type is [inline code] so the [inline code] param is casted to [inline code] . a few layers down from [inline code] , the casting logic lives here: [url] i applied the following diff to this logic [code block] and i see the following output: [code block] the [inline code] is always 0. [inline code] is [inline code] . this explains the output. it seems like we're never passing the definition of [inline code] , [inline code] , and [inline code] to the jit compiler which is probably the reason behind this [url] some more evidence to support this hypothesis: [inline code] returns [inline code] for [inline code] and [inline code] but not for [inline code] and [inline code] .",2026-01-29 06:25:11+00:00,lakshayg,User,COLLABORATOR,0,module: cuda
pytorch/pytorch,173636,3817396421,this issue also exists on [inline code] [gist]( [url],2026-01-29 12:37:05+00:00,jiren-the-gray,User,NONE,0,module: cuda
pytorch/pytorch,173636,3821106092,"right, the data types in the jit template and regular datatype have to be kept in sync, and jit template hasn't been updated.",2026-01-30 00:26:38+00:00,ngimel,User,COLLABORATOR,0,module: cuda
pytorch/pytorch,173636,3836476971,i can take a look at the issue with the torch.special jit templates. i will raise a pr if have a solution.,2026-02-02 16:56:12+00:00,cleonard530,User,COLLABORATOR,0,module: cuda
pytorch/pytorch,173636,3836980593,"at forall scalar types with complex in jit utils.cpp has to be extended with the new integer types, also define error unsupported cast as [inline code] here [url] because [inline code] is ignored and leads to silent errors",2026-02-02 18:37:54+00:00,ngimel,User,COLLABORATOR,0,module: cuda
pytorch/pytorch,173636,3837503905,"thanks for the info , i will update the jit utils.cpp and replace the assertt(false) with trap().",2026-02-02 21:32:00+00:00,cleonard530,User,COLLABORATOR,0,module: cuda
pytorch/pytorch,173626,3809740749,hi -j . would you please check this issue? thanks!,2026-01-28 08:25:08+00:00,jiqing-feng,User,NONE,0,high priority
pytorch/pytorch,173626,3814997927,it seems that [url] is causing the regression issue. i will investigate further.,2026-01-29 02:13:05+00:00,CaoE,User,COLLABORATOR,0,high priority
pytorch/pytorch,173626,3875079811,-feng could you please try [url] ?,2026-02-10 03:13:28+00:00,CaoE,User,COLLABORATOR,0,high priority
pytorch/pytorch,173626,3875093843,"[-feng]( [url] could you please try []( [url] ? sorry, i don't have the env to build torch from source. let's sync it offline.",2026-02-10 03:19:33+00:00,jiqing-feng,User,NONE,0,high priority
pytorch/pytorch,173626,3875486816,verified the pr works. i will close the issue once the pr merged and released.,2026-02-10 05:53:20+00:00,jiqing-feng,User,NONE,1,high priority
pytorch/pytorch,173624,3818625826,this issue was fixed in . please upgrade to a newer pytorch version.,2026-01-29 16:03:53+00:00,katoue,User,CONTRIBUTOR,1,module: crash
pytorch/pytorch,173624,3826777886,duplicate of [url] that was fixed a while ago,2026-01-31 00:34:29+00:00,malfet,User,CONTRIBUTOR,1,module: crash
pytorch/pytorch,173624,3831034561,mark solved in pr,2026-02-01 13:17:41+00:00,Cookiee235,User,CONTRIBUTOR,1,module: crash
pytorch/pytorch,173622,3836818670,removing (and deleting module: correctness),2026-02-02 18:04:54+00:00,malfet,User,CONTRIBUTOR,0,module: cuda
pytorch/pytorch,173622,3836968213,"is this from a real workload or from e.g., automated testing/fuzzing?",2026-02-02 18:34:58+00:00,eqy,User,COLLABORATOR,0,module: cuda
pytorch/pytorch,173622,3845881965,"is this from a real workload or from e.g., automated testing/fuzzing? this is from a fuzzing test, not a real workload",2026-02-04 07:51:42+00:00,wangtianxia-sjtu,User,CONTRIBUTOR,0,module: cuda
pytorch/pytorch,173622,3903180485,is this issue already being worked on? if not i would be interested in looking into to it. could it be assigned to me?,2026-02-15 03:51:12+00:00,aditKadepurkar,User,NONE,0,module: cuda
pytorch/pytorch,173622,3980294870,"a simple solution is submitted [here]( [url] whenever you have time, i would really appreciate a review. thanks!",2026-03-01 15:29:05+00:00,wangtianxia-sjtu,User,CONTRIBUTOR,1,module: cuda
pytorch/pytorch,173622,4038455399,the fix [pr]( [url] has been merged.,2026-03-11 11:09:49+00:00,wangtianxia-sjtu,User,CONTRIBUTOR,1,module: cuda
pytorch/pytorch,173620,3850103566,[url] was reverted. need to reopen.,2026-02-04 22:41:14+00:00,jeffdaily,User,COLLABORATOR,0,module: rocm
pytorch/pytorch,173619,3850103720,[url] was reverted. need to reopen.,2026-02-04 22:41:17+00:00,jeffdaily,User,COLLABORATOR,0,module: rocm
pytorch/pytorch,173538,3820407741,cc can you review this pr? this doesn't seem pt2 related to me so wondering if it is better fitting for distributed,2026-01-29 21:20:21+00:00,Lucaskabela,User,CONTRIBUTOR,0,oncall: distributed
pytorch/pytorch,173538,3820442176,"is the oncall this week, hopefully he can take a look first",2026-01-29 21:25:42+00:00,wconstab,User,CONTRIBUTOR,0,oncall: distributed
pytorch/pytorch,173529,3806451310,seems related to [url],2026-01-27 17:16:14+00:00,lakshayg,User,COLLABORATOR,0,module: convolution
pytorch/pytorch,173529,3807150437,i think this is covered in [url],2026-01-27 19:39:05+00:00,malfet,User,CONTRIBUTOR,0,module: convolution
pytorch/pytorch,173529,3990648728,"""i’d like to clarify that the core issue is the inconsistency of the error state across different execution modes. observed divergence: for the same fp32 input, the cpu produces a finite result ($3.15 \times 10^{38}$) while cuda produces nan. inconsistent behavior: as noted in pytorch documentation regarding extremal values (e.g., intermediate overflows in norm()), while results may vary, the existence of the error state itself should be consistent. switching execution settings (cpu vs. cuda) changes whether an error occurs at all, which violates backend parity. this functional discrepancy goes beyond 'slightly different results' and warrants a re-evaluation based on the requirement for consistent behavior between backends.""",2026-03-03 12:19:34+00:00,zifan6699,User,NONE,0,module: convolution
pytorch/pytorch,173522,3824956823,just tried your reproducer and it seems to work for me: [code block],2026-01-30 17:58:55+00:00,guilhermeleobas,User,COLLABORATOR,0,triaged
pytorch/pytorch,173522,3937650587,also works for me - closing for now,2026-02-20 23:37:37+00:00,williamwen42,User,MEMBER,0,triaged
pytorch/pytorch,173520,3806662229,so what's the issue here?,2026-01-27 18:00:25+00:00,ngimel,User,COLLABORATOR,0,module: edge cases
pytorch/pytorch,173520,3807159622,"duplicate of [url] ,see section on numerical stability",2026-01-27 19:40:57+00:00,malfet,User,CONTRIBUTOR,0,module: edge cases
pytorch/pytorch,173506,3805358080,i think this is fixed in the current main or even in 2.10 main. i cant repro this on current main. output: [code block],2026-01-27 13:57:07+00:00,arkadip-maitra,User,COLLABORATOR,1,module: crash
pytorch/pytorch,173506,3807628984,"-maitra thanks, you are right. i tried on [inline code] and it has been fixed ([gist]( [url]",2026-01-27 21:29:04+00:00,jiren-the-gray,User,NONE,1,module: crash
pytorch/pytorch,173498,3805848747,please do not hesitate to propose a pr that foxes the problem.,2026-01-27 15:26:01+00:00,malfet,User,CONTRIBUTOR,0,module: error checking
pytorch/pytorch,173498,3806696618,you are using undocumented internal api that doesn't do error-checking because its invariants have to be maintained at the callsite.,2026-01-27 18:06:30+00:00,ngimel,User,COLLABORATOR,0,module: error checking
pytorch/pytorch,173491,3806672315,"pytorch doesn't provide guarantees on which precision intermediate computations will be performed in, especially when there's no hardware datatype support, like fp16 on cpu",2026-01-27 18:02:30+00:00,ngimel,User,COLLABORATOR,0,unlabelled
pytorch/pytorch,173491,3807588646,"but there is an inconsistency on the order of intermediate computations here, even with datatypes like [inline code] this can be reproduced. take a look at this [gist]( [url] where i swapped the f16 [inline code] with int32 dtype, and there's still an inconsistency there. if someone ports there code between cpu-gpu, this could potentially break the calculations.",2026-01-27 21:19:34+00:00,jiren-the-gray,User,NONE,0,unlabelled
pytorch/pytorch,173491,3808116568,pytorch doesn't provide guarantees about results being the same between cpu and gpu [url],2026-01-27 23:34:24+00:00,ngimel,User,COLLABORATOR,0,unlabelled
pytorch/pytorch,173486,3803202240,cc,2026-01-27 05:32:07+00:00,Aidyn-A,User,COLLABORATOR,0,unlabelled
pytorch/pytorch,173486,3805435309,"i believe this is cdn caching issue. we did hash recompute and republish 2.9.0 and 2.9.1 binaries yesterday because of the missing hash sum. reference issue: [url] [code block] i run cdn invalitation now. i believe this is resolved. hence closing this fyi. the difference between in hash sums, is that release 2.9.0 was rebuilt once on oct 18 to include the fix for: [url]",2026-01-27 14:09:29+00:00,atalman,User,CONTRIBUTOR,1,unlabelled
pytorch/pytorch,173475,3802772552,is there an adversarial user effect of those? otherwise i propose to just fix forward (as one can not reupload pypi wheels),2026-01-27 02:47:35+00:00,malfet,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173475,3802796101,as-is it will cause uv to reinstall the wheel every time ( [url] i agree with you we can forward fix,2026-01-27 02:57:50+00:00,atalman,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173475,3802898277,"let's try to figure out if this is a regression or not, and if it is what have changed? (i.e. there were no changes to macos cd pipelines between 2.9 and 2.10, so why it's only a 2.10 problem)",2026-01-27 03:37:39+00:00,malfet,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173462,3802905457,"is this a duplicate of [url] ? if so, should we use this issue rather than one you've filed to track progress",2026-01-27 03:39:52+00:00,malfet,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173462,3835698195,i believe fix for this issue is already landed in this stack: [url] we would need to followup with adding filename and tag validations to validation framework,2026-02-02 15:07:53+00:00,atalman,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173462,3836707528,this is confirmed regression between 2.9 and 2.10. i believe we should be able to forward fix this issue on production by fixing filename and retagging whl files.,2026-02-02 17:42:00+00:00,atalman,User,CONTRIBUTOR,1,high priority
pytorch/pytorch,173462,3861778781,packages promoted to pypi. validations are successful: [pytorch/test-infra/actions/runs/ [hash] /job/ [hash] ]( [url],2026-02-06 17:42:58+00:00,atalman,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173383,3800861118,cc,2026-01-26 17:47:24+00:00,eellison,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173383,3802022787,i believe the problem is here: [url] the kernel that is launched to copy only looks at the dtype of the first tensor in the output tensorlist. note that the function checks if all the elements in the src are the same dtype but does not have a similar check for dst ( [inline code] ). [url] a very simple solution would be to add a check for the destination as well and use the slow function if it fails. [code block],2026-01-26 22:18:30+00:00,lakshayg,User,COLLABORATOR,0,high priority
pytorch/pytorch,173383,3806240739,"thanks for investigating. i believe your assessment is correct and the best stopgap today is to fall back to the slowpath--i am happy to review a pr fixing this. in order to apply the mta kernel we'd have to do some sort of grouping, which isn't there today.",2026-01-27 16:39:51+00:00,janeyx99,User,CONTRIBUTOR,0,high priority
pytorch/pytorch,173363,3800615469,"perhaps you've added triage review to this one by mistake? if not, please re-add the label, usually xpu failures are handled by intel's team",2026-01-26 16:52:48+00:00,malfet,User,CONTRIBUTOR,0,triaged
pytorch/pytorch,173363,3800695182,ah i added it just because i saw a bunch of disabled tests related to xpu over the weekend. if intel folks know to look for it then sounds good!,2026-01-26 17:09:24+00:00,bdhirsh,User,COLLABORATOR,0,triaged
pytorch/pytorch,173352,3830021726,skipped in [url] will close later.,2026-02-01 01:26:44+00:00,guangyey,User,COLLABORATOR,1,triaged
pytorch/pytorch,173344,3840648777,wip.,2026-02-03 11:05:07+00:00,guangyey,User,COLLABORATOR,0,triaged
pytorch/pytorch,173344,3885232814,", if we cannot fix it asap, we should use a decorator to skip this test case and then close this issue.",2026-02-11 15:36:27+00:00,EikanWang,User,COLLABORATOR,1,triaged
pytorch/pytorch,173337,3799156433,"even though we are not using batch stats in eval mode, i think we need to define [inline code] 0 because during training, the [inline code] might tank to absolute 0 or positive but extremely low (1e-10) when a particular feature remains unchanged or always becomes 0 because of [inline code] . also, the error is raised during initialization of [inline code] , when the mode is not defined. and if the [inline code] is not used for normalization during eval mode then there will be an inconsistency between train mode normalization (which uses [inline code] ) and eval mode normalization (don't use [inline code] ) and the distribution will shift slightly.",2026-01-26 11:44:17+00:00,shrut2702,User,NONE,0,enhancement
pytorch/pytorch,173337,3937118695,"it seems like in the code snippet linked [url] is in the functional [inline code] op rather than [inline code] , so from that perspective it does sound alright to modify that specific check and allow 0 if in eval mode but if there is a similar check in the init of the batchnorm1d constructor that would be more tricky",2026-02-20 20:56:03+00:00,mikaylagawarecki,User,CONTRIBUTOR,0,enhancement
pytorch/pytorch,173336,3830020825,skipped in [url],2026-02-01 01:26:08+00:00,guangyey,User,COLLABORATOR,0,triaged
pytorch/pytorch,173336,3830022984,will close later.,2026-02-01 01:27:36+00:00,guangyey,User,COLLABORATOR,1,triaged
pytorch/pytorch,173334,3830464076,"core issue: batch size dependency the same sample produces correct output when processed individually ( [inline code] ), but produces nan when processed as part of a batch. this violates sample independence - a sample's output should not depend on other samples in the batch. key observation: - single sample: [inline code] → correct output (max: 9.95e-01) - same sample in batch: [inline code] → nan this batch size-dependent behavior causes non-reproducible results and inconsistency between different batch configurations. the fix should ensure sample independence regardless of batch size.",2026-02-01 06:25:06+00:00,zifan6699,User,NONE,1,needs reproduction
pytorch/pytorch,173334,3840125228,"same sample must yield identical results whether processed in batch or alone—this is cuda's contract, data-independent.",2026-02-03 09:26:03+00:00,zifan6699,User,NONE,0,needs reproduction
pytorch/pytorch,173334,3886225567,"there is no such contract, please don't make things up. does the individual sample or result have extreme values?",2026-02-11 18:37:53+00:00,ngimel,User,COLLABORATOR,0,needs reproduction
pytorch/pytorch,173334,3889806953,"i've confirmed it. extreme values do exist, but regardless, single-sample and batch processing should yield identical results. [code block]",2026-02-12 09:42:39+00:00,zifan6699,User,NONE,0,needs reproduction
pytorch/pytorch,173334,3892660488,no they shouldn't and it's documented [url],2026-02-12 18:25:32+00:00,ngimel,User,COLLABORATOR,0,needs reproduction
pytorch/pytorch,173334,3990503208,"""i think this should be reopened because there's a big gap between what the docs say and what’s actually happening. the documentation on 'batched computations' mentions that results might be 'slightly different' due to optimizations. but i’m seeing the output go from a perfectly valid number (0.995) in single-sample mode to nan in batch mode. that’s not just a 'slight difference'—it’s a total failure. if the system can calculate the sample correctly on its own, it shouldn't just break because it's part of a batch. this feels like a bug in the batching logic itself, and batching should be a speed optimization, not something that makes the results invalid. would it be possible to double-check if this is indeed the expected behavior?",2026-03-03 11:50:57+00:00,zifan6699,User,NONE,0,needs reproduction
pytorch/pytorch,173316,3796945343,please consider using the pytorch 2 custom op feature: [url],2026-01-25 16:54:51+00:00,justinchuby,User,COLLABORATOR,0,module: onnx
pytorch/pytorch,173316,3808713283,"pytorch github issue - custom autograd function support in dynamo exporter ✅ submitted: [url] date: january 25, 2026 ✅ workaround implemented: january 26, 2026 using the [inline code] approach recommended by the onnx team. --- issue summary the new [inline code] exporter fails when models use custom [inline code] classes that access [inline code] in the backward pass. error [code block] --- ✅ workaround: torch.library.custom op reference: [url] the onnx team recommended using [inline code] instead of [inline code] . this approach is fully compatible with dynamo onnx export. implementation for darkir we created onnx-compatible versions of darkir's problematic components: 1. replace [inline code] with standard pytorch ops original (not onnx compatible): [code block] onnx-compatible option 1: pure pytorch [code block] onnx-compatible option 2: groupnorm wrapper (fastest) [code block] 2. replace fft operations with cnn approximations original (not onnx compatible pre-2.6): [code block] onnx-compatible: multi-scale cnn [code block] files created | file | purpose | | [inline code] | onnx-compatible layernorm2d implementations | | [inline code] | onnx-compatible eblock/dblock building blocks | | [inline code] | complete onnx-compatible darkir model | | [inline code] | export script with weight transfer | validation results [code block] --- lessons learned 1. [inline code] is not supported by dynamo onnx exporter - use pure pytorch ops instead - or use [inline code] for complex cases 2. [inline code] is equivalent to layernorm - this is the fastest onnx export path - groupnorm is a standard onnx operator 3. fft operations supported in pytorch 2.6+ / opset 17+ - for older targets, use cnn approximations 4. weight transfer requires careful key mapping - [inline code] → [inline code] for groupnorm wrapper - fremlp weights don't transfer (different architecture) --- related links - pytorch issue: [url] - custom ops tutorial: [url] - onnx dynamo docs: [url] --- resolution: implemented workaround using pure pytorch ops and groupnorm wrapper. the onnx team's recommendation to use [inline code] is the official approach for complex cases.",2026-01-28 03:12:57+00:00,idocinthebox,User,NONE,1,module: onnx
pytorch/pytorch,173316,3808747168,"it doesn't seem like the ai implemented a solution with torch.library.custom op, but if it works that's great.",2026-01-28 03:26:36+00:00,justinchuby,User,COLLABORATOR,0,module: onnx
pytorch/pytorch,173312,3796930510,let's allocate a bit of time on monday to discuss why it keeps happening?,2026-01-25 16:46:37+00:00,malfet,User,CONTRIBUTOR,0,high priority
